timestamp,machine_id,vibration_mm_s_rms,bearing_temp_c,oil_pressure_bar
2026-06-01T01:00:00,COMPRESSOR-05,3.01,72.3,8.65
2026-06-01T01:00:00,COMPRESSOR-06,2.91,69.7,8.48
2026-06-01T01:00:00,PUMP-01,1.78,58.6,2.88
2026-06-01T01:00:00,PUMP-02,2.68,57.5,2.66
2026-06-01T01:00:00,PUMP-03,1.07,57.9,3.64
2026-06-01T01:00:00,PUMP-04,1.55,53.0,2.38
2026-06-01T01:00:00,PUMP-05,3.09,57.5,2.61
2026-06-01T01:00:00,PUMP-06,1.97,52.1,3.08
2026-06-01T01:00:00,PUMP-07,1.53,55.0,3.08
2026-06-01T01:00:00,PUMP-08,1.88,53.8,3.11
2026-06-01T01:00:00,PUMP-09,1.57,60.7,2.83
2026-06-01T01:00:00,PUMP-10,1.6,50.4,3.11
2026-06-01T02:00:00,TURBINE-01,2.07,61.6,4.86
2026-06-01T02:00:00,TURBINE-02,1.9,63.8,4.08
2026-06-01T02:00:00,TURBINE-03,2.31,62.1,4.92
2026-06-01T02:00:00,TURBINE-04,1.94,59.6,
2026-06-01T02:00:00,TURBINE-05,2.02,62.9,4.39
2026-06-01T02:00:00,TURBINE-06,2.2,64.9,4.41
2026-06-01T02:00:00,TURBINE-07,2.02,65.9,4.88
2026-06-01T02:00:00,TURBINE-08,2.58,66.2,4.72
2026-06-01T02:00:00,COMPRESSOR-01,2.6,60.7,8.28
2026-06-01T02:00:00,COMPRESSOR-02,2.31,67.4,8.69
2026-06-01T02:00:00,COMPRESSOR-03,3.11,70.1,8.0
2026-06-01T02:00:00,COMPRESSOR-04,2.9,70.9,7.11
2026-06-01T02:00:00,COMPRESSOR-05,2.62,68.2,8.0
2026-06-01T02:00:00,COMPRESSOR-06,2.51,64.2,
2026-06-01T02:00:00,PUMP-01,1.71,55.9,3.69
2026-06-01T02:00:00,PUMP-02,1.99,55.5,2.54
2026-06-01T02:00:00,PUMP-03,2.16,52.2,2.79
2026-06-01T02:00:00,PUMP-04,2.65,53.6,3.06
2026-06-01T02:00:00,PUMP-05,1.49,58.5,3.03
2026-06-01T02:00:00,PUMP-06,1.85,58.1,3.1
2026-06-01T02:00:00,PUMP-07,0.93,52.9,3.51
2026-06-01T02:00:00,PUMP-08,,50.5,3.49
2026-06-01T02:00:00,PUMP-09,2.06,52.2,2.77
2026-06-01T02:00:00,PUMP-10,1.65,58.0,2.53
2026-06-01T03:00:00,TURBINE-01,1.78,64.9,4.4
2026-06-01T03:00:00,TURBINE-02,2.44,62.6,3.87
2026-06-01T03:00:00,TURBINE-03,2.37,60.3,4.63
2026-06-01T03:00:00,TURBINE-04,1.48,57.7,4.8
2026-06-01T03:00:00,TURBINE-05,2.27,63.7,4.74
2026-06-01T03:00:00,TURBINE-06,1.62,59.9,4.32
2026-06-01T03:00:00,TURBINE-07,1.34,60.3,4.29
2026-06-01T03:00:00,TURBINE-08,,53.1,4.3
2026-06-01T03:00:00,COMPRESSOR-01,2.57,69.2,8.29
2026-06-01T03:00:00,COMPRESSOR-02,2.48,64.1,8.42
2026-06-01T03:00:00,COMPRESSOR-03,2.48,68.9,8.46
2026-06-01T03:00:00,COMPRESSOR-04,1.62,68.3,7.36
2026-06-01T03:00:00,COMPRESSOR-05,3.04,64.1,8.16
2026-06-01T03:00:00,COMPRESSOR-06,2.84,,8.15
2026-06-01T03:00:00,PUMP-01,1.43,58.5,3.28
2026-06-01T03:00:00,PUMP-02,2.15,,2.78
2026-06-01T03:00:00,PUMP-03,2.02,52.5,2.56
2026-06-01T03:00:00,PUMP-04,0.81,,3.27
2026-06-01T03:00:00,PUMP-05,2.25,55.3,2.81
2026-06-01T03:00:00,PUMP-06,1.62,58.5,3.09
2026-06-01T03:00:00,PUMP-07,1.78,54.2,3.25
2026-06-01T03:00:00,PUMP-08,1.86,56.5,3.04
2026-06-01T03:00:00,PUMP-09,1.87,54.7,3.25
2026-06-01T03:00:00,PUMP-10,0.97,51.4,2.54
2026-06-01T04:00:00,TURBINE-01,2.45,61.5,4.59
2026-06-01T04:00:00,TURBINE-02,1.86,62.0,5.0
2026-06-01T04:00:00,TURBINE-03,2.14,67.7,4.46
2026-06-01T04:00:00,TURBINE-04,2.08,63.4,4.12
2026-06-01T04:00:00,TURBINE-05,2.01,61.1,4.47
2026-06-01T04:00:00,TURBINE-06,1.64,60.8,4.48
2026-06-01T04:00:00,TURBINE-07,2.36,64.5,4.6
2026-06-01T04:00:00,TURBINE-08,1.33,61.9,4.1
2026-06-01T04:00:00,COMPRESSOR-01,2.29,68.7,7.81
2026-06-01T04:00:00,COMPRESSOR-02,1.83,72.8,7.95
2026-06-01T04:00:00,COMPRESSOR-03,2.59,65.3,7.81
2026-06-01T04:00:00,COMPRESSOR-04,2.28,68.4,8.3
2026-06-01T04:00:00,COMPRESSOR-05,,67.7,8.07
2026-06-01T04:00:00,COMPRESSOR-06,2.87,69.0,8.2
2026-06-01T04:00:00,PUMP-01,1.41,53.4,3.0
2026-06-01T04:00:00,PUMP-02,1.71,,2.67
2026-06-01T04:00:00,PUMP-03,1.69,59.5,3.19
2026-06-01T04:00:00,PUMP-04,1.47,57.9,
2026-06-01T04:00:00,PUMP-05,2.13,50.5,3.42
2026-06-01T04:00:00,PUMP-06,2.27,53.3,2.96
2026-06-01T04:00:00,PUMP-07,1.99,55.0,3.25
2026-06-01T04:00:00,PUMP-08,1.59,58.5,3.22
2026-06-01T04:00:00,PUMP-09,1.31,55.7,2.99
2026-06-01T04:00:00,PUMP-10,1.44,58.5,2.85
2026-06-01T05:00:00,TURBINE-01,2.22,59.5,4.47
2026-06-01T05:00:00,TURBINE-02,1.98,62.3,4.4
2026-06-01T05:00:00,TURBINE-03,1.77,60.5,4.64
2026-06-01T05:00:00,TURBINE-04,2.23,62.0,4.59
2026-06-01T05:00:00,TURBINE-05,2.54,61.7,
2026-06-01T05:00:00,TURBINE-06,2.35,58.0,4.66
2026-06-01T05:00:00,TURBINE-07,1.42,60.2,4.03
2026-06-01T05:00:00,TURBINE-08,2.44,60.4,4.71
2026-06-01T05:00:00,COMPRESSOR-01,3.01,67.4,8.1
2026-06-01T05:00:00,COMPRESSOR-02,1.92,70.7,7.95
2026-06-01T05:00:00,COMPRESSOR-03,2.8,67.7,8.6
2026-06-01T05:00:00,COMPRESSOR-04,2.13,68.8,8.22
2026-06-01T05:00:00,COMPRESSOR-05,2.98,66.4,7.49
2026-06-01T05:00:00,COMPRESSOR-06,,65.3,8.43
2026-06-01T05:00:00,PUMP-01,1.33,52.4,3.52
2026-06-01T05:00:00,PUMP-02,0.92,53.8,3.51
2026-06-01T05:00:00,PUMP-03,1.33,47.6,2.42
2026-06-01T05:00:00,PUMP-04,1.73,52.0,2.86
2026-06-01T05:00:00,PUMP-05,1.67,61.1,2.82
2026-06-01T05:00:00,PUMP-06,1.77,57.4,3.02
2026-06-01T05:00:00,PUMP-07,1.82,50.2,2.98
2026-06-01T05:00:00,PUMP-08,1.41,55.2,2.89
2026-06-01T05:00:00,PUMP-09,2.41,54.2,2.52
2026-06-01T05:00:00,PUMP-10,1.81,53.2,2.37
2026-06-01T06:00:00,TURBINE-01,1.63,54.5,
2026-06-01T06:00:00,TURBINE-02,1.8,63.7,4.79
2026-06-01T06:00:00,TURBINE-03,2.07,58.6,3.93
2026-06-01T06:00:00,TURBINE-04,1.99,67.6,4.75
2026-06-01T06:00:00,TURBINE-05,2.28,62.1,4.52
2026-06-01T06:00:00,TURBINE-06,1.66,61.2,5.18
2026-06-01T06:00:00,TURBINE-07,1.74,58.8,4.26
2026-06-01T06:00:00,TURBINE-08,1.95,58.0,5.17
2026-06-01T06:00:00,COMPRESSOR-01,2.77,68.2,8.51
2026-06-01T06:00:00,COMPRESSOR-02,2.16,68.5,8.47
2026-06-01T06:00:00,COMPRESSOR-03,2.48,70.7,8.3
2026-06-01T06:00:00,COMPRESSOR-04,2.3,65.0,7.86
2026-06-01T06:00:00,COMPRESSOR-05,2.71,68.7,8.35
2026-06-01T06:00:00,COMPRESSOR-06,2.59,67.7,8.4
2026-06-01T06:00:00,PUMP-01,1.55,54.9,3.05
2026-06-01T06:00:00,PUMP-02,1.2,55.3,2.95
2026-06-01T06:00:00,PUMP-03,2.17,62.5,2.86
2026-06-01T06:00:00,PUMP-04,2.42,53.8,3.34
2026-06-01T06:00:00,PUMP-05,2.53,60.6,3.17
2026-06-01T06:00:00,PUMP-06,1.57,54.1,3.51
2026-06-01T06:00:00,PUMP-07,2.74,59.4,3.08
2026-06-01T06:00:00,PUMP-08,1.96,54.5,3.06
2026-06-01T06:00:00,PUMP-09,1.61,52.6,3.14
2026-06-01T06:00:00,PUMP-10,2.15,49.7,3.23
2026-06-01T07:00:00,TURBINE-01,2.13,60.4,4.52
2026-06-01T07:00:00,TURBINE-02,2.77,58.2,4.98
2026-06-01T07:00:00,TURBINE-03,1.4,67.2,4.4
2026-06-01T07:00:00,TURBINE-04,1.19,60.9,
2026-06-01T07:00:00,TURBINE-05,2.27,59.7,5.1
2026-06-01T07:00:00,TURBINE-06,1.75,59.7,5.27
2026-06-01T07:00:00,TURBINE-07,2.3,65.8,4.42
2026-06-01T07:00:00,TURBINE-08,1.79,61.0,4.93
2026-06-01T07:00:00,COMPRESSOR-01,1.97,60.8,8.39
2026-06-01T07:00:00,COMPRESSOR-02,3.0,69.3,7.89
2026-06-01T07:00:00,COMPRESSOR-03,2.23,72.5,8.43
2026-06-01T07:00:00,COMPRESSOR-04,2.67,68.6,8.15
2026-06-01T07:00:00,COMPRESSOR-05,2.81,68.9,7.84
2026-06-01T07:00:00,COMPRESSOR-06,2.38,73.7,8.6
2026-06-01T07:00:00,PUMP-01,1.29,55.4,2.66
2026-06-01T07:00:00,PUMP-02,1.26,63.0,2.85
2026-06-01T07:00:00,PUMP-03,1.81,50.8,3.18
2026-06-01T07:00:00,PUMP-04,1.88,52.5,3.7
2026-06-01T07:00:00,PUMP-05,1.72,55.7,3.1
2026-06-01T07:00:00,PUMP-06,1.36,50.9,3.14
2026-06-01T07:00:00,PUMP-07,1.62,55.2,3.25
2026-06-01T07:00:00,PUMP-08,1.91,,3.19
2026-06-01T07:00:00,PUMP-09,1.68,50.8,2.81
2026-06-01T07:00:00,PUMP-10,1.62,48.4,3.27
2026-06-01T08:00:00,TURBINE-01,1.53,60.2,5.23
2026-06-01T08:00:00,TURBINE-02,2.02,64.2,4.42
2026-06-01T08:00:00,TURBINE-03,2.34,63.2,4.13
2026-06-01T08:00:00,TURBINE-04,2.15,60.8,4.55
2026-06-01T08:00:00,TURBINE-05,2.32,62.8,4.55
2026-06-01T08:00:00,TURBINE-06,2.09,60.6,4.34
2026-06-01T08:00:00,TURBINE-07,1.46,60.9,4.31
2026-06-01T08:00:00,TURBINE-08,1.56,59.9,4.43
2026-06-01T08:00:00,COMPRESSOR-01,2.53,66.8,7.88
2026-06-01T08:00:00,COMPRESSOR-02,2.67,72.8,8.01
2026-06-01T08:00:00,COMPRESSOR-03,2.51,66.8,7.81
2026-06-01T08:00:00,COMPRESSOR-04,3.16,64.0,8.37
2026-06-01T08:00:00,COMPRESSOR-05,2.14,70.4,8.59
2026-06-01T08:00:00,COMPRESSOR-06,3.5,,8.35
2026-06-01T08:00:00,PUMP-01,1.46,56.0,2.81
2026-06-01T08:00:00,PUMP-02,1.5,54.4,2.65
2026-06-01T08:00:00,PUMP-03,1.07,53.6,3.38
2026-06-01T08:00:00,PUMP-04,2.66,54.5,2.9
2026-06-01T08:00:00,PUMP-05,1.82,51.8,2.4
2026-06-01T08:00:00,PUMP-06,1.7,56.9,2.91
2026-06-01T08:00:00,PUMP-07,2.46,53.3,2.84
2026-06-01T08:00:00,PUMP-08,2.11,52.0,2.9
2026-06-01T08:00:00,PUMP-09,1.77,55.0,2.36
2026-06-01T08:00:00,PUMP-10,1.43,55.5,2.94
2026-06-01T09:00:00,TURBINE-01,1.68,64.8,4.56
2026-06-01T09:00:00,TURBINE-02,1.7,59.1,4.06
2026-06-01T09:00:00,TURBINE-03,,65.6,
2026-06-01T09:00:00,TURBINE-04,2.01,62.6,5.11
2026-06-01T09:00:00,TURBINE-05,2.02,62.2,4.93
2026-06-01T09:00:00,TURBINE-06,1.9,62.8,4.97
2026-06-01T09:00:00,TURBINE-07,,63.9,5.07
2026-06-01T09:00:00,TURBINE-08,1.73,66.1,4.44
2026-06-01T09:00:00,COMPRESSOR-01,2.08,69.1,8.63
2026-06-01T09:00:00,COMPRESSOR-02,2.47,66.9,8.24
2026-06-01T09:00:00,COMPRESSOR-03,3.0,66.2,8.14
2026-06-01T09:00:00,COMPRESSOR-04,2.37,68.9,7.71
2026-06-01T09:00:00,COMPRESSOR-05,2.35,65.0,8.34
2026-06-01T09:00:00,COMPRESSOR-06,2.09,69.7,7.76
2026-06-01T09:00:00,PUMP-01,1.83,55.0,3.17
2026-06-01T09:00:00,PUMP-02,1.85,61.1,2.78
2026-06-01T09:00:00,PUMP-03,1.96,54.9,2.67
2026-06-01T09:00:00,PUMP-04,1.95,60.9,2.97
2026-06-01T09:00:00,PUMP-05,2.15,57.5,3.11
2026-06-01T09:00:00,PUMP-06,2.12,57.7,3.2
2026-06-01T09:00:00,PUMP-07,1.54,54.6,3.45
2026-06-01T09:00:00,PUMP-08,2.21,50.2,
2026-06-01T09:00:00,PUMP-09,1.83,52.4,3.42
2026-06-01T09:00:00,PUMP-10,1.83,54.6,3.25
2026-06-01T10:00:00,TURBINE-01,,63.7,4.73
2026-06-01T10:00:00,TURBINE-02,1.57,64.6,4.06
2026-06-01T10:00:00,TURBINE-03,2.35,66.9,4.92
2026-06-01T10:00:00,TURBINE-04,1.73,58.0,4.51
2026-06-01T10:00:00,TURBINE-05,,60.8,4.42
2026-06-01T10:00:00,TURBINE-06,1.68,64.6,3.84
2026-06-01T10:00:00,TURBINE-07,2.09,62.6,4.41
2026-06-01T10:00:00,TURBINE-08,,62.3,3.87
2026-06-01T10:00:00,COMPRESSOR-01,2.93,,7.65
2026-06-01T10:00:00,COMPRESSOR-02,3.01,70.3,8.49
2026-06-01T10:00:00,COMPRESSOR-03,2.18,71.4,8.22
2026-06-01T10:00:00,COMPRESSOR-04,2.2,,8.04
2026-06-01T10:00:00,COMPRESSOR-05,2.48,64.7,7.71
2026-06-01T10:00:00,COMPRESSOR-06,2.79,70.0,8.23
2026-06-01T10:00:00,PUMP-01,2.01,56.1,3.13
2026-06-01T10:00:00,PUMP-02,1.8,61.1,2.8
2026-06-01T10:00:00,PUMP-03,2.36,59.8,3.04
2026-06-01T10:00:00,PUMP-04,,52.0,3.36
2026-06-01T10:00:00,PUMP-05,2.15,56.2,3.03
2026-06-01T10:00:00,PUMP-06,1.0,57.6,3.44
2026-06-01T10:00:00,PUMP-07,1.79,51.7,2.85
2026-06-01T10:00:00,PUMP-08,2.16,53.2,3.11
2026-06-01T10:00:00,PUMP-09,2.23,53.0,2.85
2026-06-01T10:00:00,PUMP-10,1.62,47.0,2.76
2026-06-01T11:00:00,TURBINE-01,2.07,59.7,
2026-06-01T11:00:00,TURBINE-02,2.57,,4.56
2026-06-01T11:00:00,TURBINE-03,2.16,66.7,4.41
2026-06-01T11:00:00,TURBINE-04,1.32,63.4,4.72
2026-06-01T11:00:00,TURBINE-05,1.93,64.6,4.88
2026-06-01T11:00:00,TURBINE-06,2.24,60.1,3.81
2026-06-01T11:00:00,TURBINE-07,2.13,62.7,4.69
2026-06-01T11:00:00,TURBINE-08,2.17,65.0,4.61
2026-06-01T11:00:00,COMPRESSOR-01,2.45,65.4,8.48
2026-06-01T11:00:00,COMPRESSOR-02,2.09,68.5,7.93
2026-06-01T11:00:00,COMPRESSOR-03,2.76,66.8,8.03
2026-06-01T11:00:00,COMPRESSOR-04,2.62,71.0,8.05
2026-06-01T11:00:00,COMPRESSOR-05,2.46,73.6,8.48
2026-06-01T11:00:00,COMPRESSOR-06,1.95,65.9,8.13
2026-06-01T11:00:00,PUMP-01,1.72,56.7,2.81
2026-06-01T11:00:00,PUMP-02,1.49,54.6,2.47
2026-06-01T11:00:00,PUMP-03,2.09,59.1,2.55
2026-06-01T11:00:00,PUMP-04,1.98,56.5,3.22
2026-06-01T11:00:00,PUMP-05,1.58,55.5,2.93
2026-06-01T11:00:00,PUMP-06,2.31,53.5,3.52
2026-06-01T11:00:00,PUMP-07,2.05,57.8,2.39
2026-06-01T11:00:00,PUMP-08,1.81,58.0,3.05
2026-06-01T11:00:00,PUMP-09,1.76,58.7,2.82
2026-06-01T11:00:00,PUMP-10,1.35,55.5,3.05
2026-06-01T12:00:00,TURBINE-01,1.48,59.2,5.17
2026-06-01T12:00:00,TURBINE-02,1.6,64.2,4.82
2026-06-01T12:00:00,TURBINE-03,1.62,58.3,4.56
2026-06-01T12:00:00,TURBINE-04,2.69,61.4,4.44
2026-06-01T12:00:00,TURBINE-05,1.73,63.9,4.57
2026-06-01T12:00:00,TURBINE-06,2.34,67.3,4.24
2026-06-01T12:00:00,TURBINE-07,2.07,61.4,4.71
2026-06-01T12:00:00,TURBINE-08,1.59,60.8,4.67
2026-06-01T12:00:00,COMPRESSOR-01,2.19,64.7,7.71
2026-06-01T12:00:00,COMPRESSOR-02,2.7,64.9,7.7
2026-06-01T12:00:00,COMPRESSOR-03,3.02,71.9,7.97
2026-06-01T12:00:00,COMPRESSOR-04,2.77,64.1,8.26
2026-06-01T12:00:00,COMPRESSOR-05,2.51,70.9,8.05
2026-06-01T12:00:00,COMPRESSOR-06,2.96,67.0,8.26
2026-06-01T12:00:00,PUMP-01,1.48,51.4,3.12
2026-06-01T12:00:00,PUMP-02,1.8,48.9,2.96
2026-06-01T12:00:00,PUMP-03,1.84,50.2,3.29
2026-06-01T12:00:00,PUMP-04,1.08,53.2,2.89
2026-06-01T12:00:00,PUMP-05,2.16,56.8,2.91
2026-06-01T12:00:00,PUMP-06,1.8,52.9,2.86
2026-06-01T12:00:00,PUMP-07,1.91,56.2,2.88
2026-06-01T12:00:00,PUMP-08,2.7,54.8,3.03
2026-06-01T12:00:00,PUMP-09,1.89,57.0,
2026-06-01T12:00:00,PUMP-10,1.66,54.5,3.13
2026-06-01T13:00:00,TURBINE-01,1.98,60.9,4.67
2026-06-01T13:00:00,TURBINE-02,2.12,57.8,4.83
2026-06-01T13:00:00,TURBINE-03,2.29,62.2,4.13
2026-06-01T13:00:00,TURBINE-04,1.41,62.8,4.09
2026-06-01T13:00:00,TURBINE-05,2.09,62.2,4.47
2026-06-01T13:00:00,TURBINE-06,1.57,62.0,4.39
2026-06-01T13:00:00,TURBINE-07,2.06,64.0,4.4
2026-06-01T13:00:00,TURBINE-08,,62.3,4.25
2026-06-01T13:00:00,COMPRESSOR-01,2.35,,7.99
2026-06-01T13:00:00,COMPRESSOR-02,2.27,66.9,8.65
2026-06-01T13:00:00,COMPRESSOR-03,2.33,65.2,7.94
2026-06-01T13:00:00,COMPRESSOR-04,3.21,76.8,8.09
2026-06-01T13:00:00,COMPRESSOR-05,3.0,68.7,8.62
2026-06-01T13:00:00,COMPRESSOR-06,2.94,68.5,8.11
2026-06-01T13:00:00,PUMP-01,1.75,58.0,2.52
2026-06-01T13:00:00,PUMP-02,2.03,56.3,3.12
2026-06-01T13:00:00,PUMP-03,1.81,51.7,2.86
2026-06-01T13:00:00,PUMP-04,1.52,54.5,2.64
2026-06-01T13:00:00,PUMP-05,0.68,55.3,3.1
2026-06-01T13:00:00,PUMP-06,1.96,58.5,3.04
2026-06-01T13:00:00,PUMP-07,0.94,56.6,2.66
2026-06-01T13:00:00,PUMP-08,1.7,52.4,3.29
2026-06-01T13:00:00,PUMP-09,1.57,,2.8
2026-06-01T13:00:00,PUMP-10,1.95,52.9,2.86
2026-06-01T14:00:00,TURBINE-01,1.66,,4.0
2026-06-01T14:00:00,TURBINE-02,1.76,,3.91
2026-06-01T14:00:00,TURBINE-03,1.97,64.0,4.71
2026-06-01T14:00:00,TURBINE-04,1.5,63.7,4.62
2026-06-01T14:00:00,TURBINE-05,1.89,62.2,4.17
2026-06-01T14:00:00,TURBINE-06,2.3,60.3,
2026-06-01T14:00:00,TURBINE-07,2.5,58.6,4.39
2026-06-01T14:00:00,TURBINE-08,2.51,60.6,4.77
2026-06-01T14:00:00,COMPRESSOR-01,,69.8,7.85
2026-06-01T14:00:00,COMPRESSOR-02,2.28,67.2,8.42
2026-06-01T14:00:00,COMPRESSOR-03,1.5,65.1,8.01
2026-06-01T14:00:00,COMPRESSOR-04,1.56,68.0,8.16
2026-06-01T14:00:00,COMPRESSOR-05,2.43,75.0,7.7
2026-06-01T14:00:00,COMPRESSOR-06,3.56,66.4,8.12
2026-06-01T14:00:00,PUMP-01,,50.1,3.12
2026-06-01T14:00:00,PUMP-02,1.76,54.1,3.27
2026-06-01T14:00:00,PUMP-03,2.15,46.8,3.52
2026-06-01T14:00:00,PUMP-04,1.87,54.5,3.31
2026-06-01T14:00:00,PUMP-05,1.82,54.7,2.87
2026-06-01T14:00:00,PUMP-06,1.66,52.5,
2026-06-01T14:00:00,PUMP-07,1.89,56.8,3.54
2026-06-01T14:00:00,PUMP-08,1.86,55.9,2.42
2026-06-01T14:00:00,PUMP-09,2.0,58.8,3.28
2026-06-01T14:00:00,PUMP-10,2.07,52.7,3.43
2026-06-01T15:00:00,TURBINE-01,1.32,62.8,4.69
2026-06-01T15:00:00,TURBINE-02,2.14,63.3,4.34
2026-06-01T15:00:00,TURBINE-03,1.73,60.5,4.26
2026-06-01T15:00:00,TURBINE-04,2.38,64.3,4.18
2026-06-01T15:00:00,TURBINE-05,2.43,60.0,4.37
2026-06-01T15:00:00,TURBINE-06,,57.0,4.74
2026-06-01T15:00:00,TURBINE-07,2.0,63.5,4.2
2026-06-01T15:00:00,TURBINE-08,1.97,61.1,4.63
2026-06-01T15:00:00,COMPRESSOR-01,2.99,69.9,8.25
2026-06-01T15:00:00,COMPRESSOR-02,2.48,62.3,8.26
2026-06-01T15:00:00,COMPRESSOR-03,1.65,69.4,8.07
2026-06-01T15:00:00,COMPRESSOR-04,2.93,70.0,7.61
2026-06-01T15:00:00,COMPRESSOR-05,2.66,69.8,8.59
2026-06-01T15:00:00,COMPRESSOR-06,3.08,68.4,8.02
2026-06-01T15:00:00,PUMP-01,1.39,53.8,3.14
2026-06-01T15:00:00,PUMP-02,1.92,54.3,2.73
2026-06-01T15:00:00,PUMP-03,2.06,52.6,3.22
2026-06-01T15:00:00,PUMP-04,,54.7,2.96
2026-06-01T15:00:00,PUMP-05,1.88,58.3,3.06
2026-06-01T15:00:00,PUMP-06,2.45,55.2,3.12
2026-06-01T15:00:00,PUMP-07,2.22,54.2,2.62
2026-06-01T15:00:00,PUMP-08,1.53,56.0,3.1
2026-06-01T15:00:00,PUMP-09,1.55,54.8,2.86
2026-06-01T15:00:00,PUMP-10,1.97,55.9,3.55
2026-06-01T16:00:00,TURBINE-01,1.83,61.3,4.54
2026-06-01T16:00:00,TURBINE-02,2.02,58.7,4.31
2026-06-01T16:00:00,TURBINE-03,1.48,61.1,4.92
2026-06-01T16:00:00,TURBINE-04,1.8,61.7,4.56
2026-06-01T16:00:00,TURBINE-05,1.85,65.0,4.12
2026-06-01T16:00:00,TURBINE-06,2.34,61.0,4.29
2026-06-01T16:00:00,TURBINE-07,1.78,64.3,4.63
2026-06-01T16:00:00,TURBINE-08,2.38,65.1,4.98
2026-06-01T16:00:00,COMPRESSOR-01,2.67,69.7,8.35
2026-06-01T16:00:00,COMPRESSOR-02,1.4,67.8,8.14
2026-06-01T16:00:00,COMPRESSOR-03,2.07,67.8,8.31
2026-06-01T16:00:00,COMPRESSOR-04,2.58,66.2,8.36
2026-06-01T16:00:00,COMPRESSOR-05,2.4,68.3,8.04
2026-06-01T16:00:00,COMPRESSOR-06,2.41,70.8,8.26
2026-06-01T16:00:00,PUMP-01,1.54,55.5,3.78
2026-06-01T16:00:00,PUMP-02,1.43,53.5,2.77
2026-06-01T16:00:00,PUMP-03,2.74,57.1,3.22
2026-06-01T16:00:00,PUMP-04,1.48,56.0,3.07
2026-06-01T16:00:00,PUMP-05,1.47,55.7,2.62
2026-06-01T16:00:00,PUMP-06,,55.7,3.15
2026-06-01T16:00:00,PUMP-07,2.18,52.1,3.06
2026-06-01T16:00:00,PUMP-08,2.16,58.9,3.12
2026-06-01T16:00:00,PUMP-09,1.15,58.4,2.47
2026-06-01T16:00:00,PUMP-10,1.75,53.6,3.21
2026-06-01T17:00:00,TURBINE-01,2.22,64.3,4.74
2026-06-01T17:00:00,TURBINE-02,1.99,65.4,4.66
2026-06-01T17:00:00,TURBINE-03,1.68,68.5,3.7
2026-06-01T17:00:00,TURBINE-04,1.85,61.0,4.32
2026-06-01T17:00:00,TURBINE-05,2.15,60.0,4.86
2026-06-01T17:00:00,TURBINE-06,2.31,61.7,4.14
2026-06-01T17:00:00,TURBINE-07,1.9,62.8,4.55
2026-06-01T17:00:00,TURBINE-08,2.47,55.8,4.37
2026-06-01T17:00:00,COMPRESSOR-01,2.89,72.0,8.11
2026-06-01T17:00:00,COMPRESSOR-02,2.38,64.0,7.88
2026-06-01T17:00:00,COMPRESSOR-03,,67.9,8.37
2026-06-01T17:00:00,COMPRESSOR-04,2.52,67.3,8.42
2026-06-01T17:00:00,COMPRESSOR-05,1.81,69.2,8.36
